method,camera_frame,split,class_name,outcome,track_id,score,iou,source_mode
radar_bounded_crops,119,train,boat,tp,boat,0.4830242693424225,0.6985882933186198,prediction_jsonl
radar_bounded_crops,119,train,boat,fp,,0.24110782146453857,,prediction_jsonl
radar_bounded_crops,119,train,buoy,tp,b1,0.2766862213611603,0.8025692645180437,prediction_jsonl
radar_bounded_crops,119,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,119,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,119,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,119,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,119,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,119,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,119,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,120,train,boat,tp,boat,0.6180272698402405,0.7217170960259908,prediction_jsonl
radar_bounded_crops,120,train,boat,fp,,0.31300464272499084,,prediction_jsonl
radar_bounded_crops,120,train,boat,fp,,0.22532005608081818,,prediction_jsonl
radar_bounded_crops,120,train,buoy,tp,b1,0.2660500109195709,0.8294854215972914,prediction_jsonl
radar_bounded_crops,120,train,buoy,tp,b2,0.1815711259841919,0.6642959881015053,prediction_jsonl
radar_bounded_crops,120,train,buoy,fp,,0.19660325348377228,,prediction_jsonl
radar_bounded_crops,120,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,120,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,120,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,120,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,120,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,120,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,121,train,boat,tp,boat,0.6898308992385864,0.757562674061251,prediction_jsonl
radar_bounded_crops,121,train,boat,fp,,0.3009280264377594,,prediction_jsonl
radar_bounded_crops,121,train,boat,fp,,0.22251445055007935,,prediction_jsonl
radar_bounded_crops,121,train,buoy,tp,b1,0.23448613286018372,0.822756651677993,prediction_jsonl
radar_bounded_crops,121,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,121,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,121,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,121,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,121,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,121,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,121,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,122,train,boat,tp,boat,0.5969195365905762,0.6990703787623933,prediction_jsonl
radar_bounded_crops,122,train,boat,fp,,0.309916228055954,,prediction_jsonl
radar_bounded_crops,122,train,boat,fp,,0.19287109375,,prediction_jsonl
radar_bounded_crops,122,train,buoy,tp,b1,0.25234514474868774,0.8101424937641832,prediction_jsonl
radar_bounded_crops,122,train,buoy,fp,,0.19191715121269226,,prediction_jsonl
radar_bounded_crops,122,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,122,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,122,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,122,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,122,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,122,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,122,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,123,train,boat,tp,boat,0.68587726354599,0.6908484916099109,prediction_jsonl
radar_bounded_crops,123,train,boat,fp,,0.2243129014968872,,prediction_jsonl
radar_bounded_crops,123,train,boat,fp,,0.21847468614578247,,prediction_jsonl
radar_bounded_crops,123,train,buoy,tp,b1,0.2337164282798767,0.7826813648472274,prediction_jsonl
radar_bounded_crops,123,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,123,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,123,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,123,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,123,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,123,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,123,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,124,train,boat,tp,boat,0.690138578414917,0.738829829025942,prediction_jsonl
radar_bounded_crops,124,train,boat,fp,,0.29256880283355713,,prediction_jsonl
radar_bounded_crops,124,train,boat,fp,,0.1815797984600067,,prediction_jsonl
radar_bounded_crops,124,train,buoy,tp,b1,0.2561444640159607,0.781305946134962,prediction_jsonl
radar_bounded_crops,124,train,buoy,fp,,0.1867227554321289,,prediction_jsonl
radar_bounded_crops,124,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,124,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,124,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,124,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,124,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,124,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,124,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,125,train,boat,tp,boat,0.6949627995491028,0.7601004204251871,prediction_jsonl
radar_bounded_crops,125,train,boat,fp,,0.3238096535205841,,prediction_jsonl
radar_bounded_crops,125,train,boat,fp,,0.22184708714485168,,prediction_jsonl
radar_bounded_crops,125,train,buoy,tp,b1,0.2534288465976715,0.7986186639802859,prediction_jsonl
radar_bounded_crops,125,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,125,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,125,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,125,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,125,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,125,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,125,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,126,train,boat,tp,boat,0.7109574675559998,0.7750843928636598,prediction_jsonl
radar_bounded_crops,126,train,boat,fp,,0.25968125462532043,,prediction_jsonl
radar_bounded_crops,126,train,boat,fp,,0.24712398648262024,,prediction_jsonl
radar_bounded_crops,126,train,buoy,tp,b1,0.283745139837265,0.8143881668979944,prediction_jsonl
radar_bounded_crops,126,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,126,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,126,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,126,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,126,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,126,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,126,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,127,train,boat,tp,boat,0.7054141163825989,0.7714415182938703,prediction_jsonl
radar_bounded_crops,127,train,boat,fp,,0.2818869352340698,,prediction_jsonl
radar_bounded_crops,127,train,boat,fp,,0.18150673806667328,,prediction_jsonl
radar_bounded_crops,127,train,buoy,tp,b1,0.26488733291625977,0.8014007212928116,prediction_jsonl
radar_bounded_crops,127,train,buoy,tp,b2,0.1879235953092575,0.6429630228934389,prediction_jsonl
radar_bounded_crops,127,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,127,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,127,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,127,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,127,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,127,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,128,train,boat,tp,boat,0.613420307636261,0.7091145216686232,prediction_jsonl
radar_bounded_crops,128,train,boat,fp,,0.2749622166156769,,prediction_jsonl
radar_bounded_crops,128,train,boat,fp,,0.19751101732254028,,prediction_jsonl
radar_bounded_crops,128,train,buoy,tp,b1,0.2628119885921478,0.8122178782515078,prediction_jsonl
radar_bounded_crops,128,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,128,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,128,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,128,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,128,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,128,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,128,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,129,train,boat,tp,boat,0.543929398059845,0.6925900952917553,prediction_jsonl
radar_bounded_crops,129,train,boat,fp,,0.2340373396873474,,prediction_jsonl
radar_bounded_crops,129,train,boat,fp,,0.19936098158359528,,prediction_jsonl
radar_bounded_crops,129,train,buoy,tp,b1,0.25363823771476746,0.822653134884465,prediction_jsonl
radar_bounded_crops,129,train,buoy,fp,,0.18279986083507538,,prediction_jsonl
radar_bounded_crops,129,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,129,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,129,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,129,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,129,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,129,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,129,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,130,train,boat,tp,boat,0.641466498374939,0.8387775778174794,prediction_jsonl
radar_bounded_crops,130,train,boat,fp,,0.3850683867931366,,prediction_jsonl
radar_bounded_crops,130,train,boat,fp,,0.20660366117954254,,prediction_jsonl
radar_bounded_crops,130,train,boat,fp,,0.2029034048318863,,prediction_jsonl
radar_bounded_crops,130,train,buoy,tp,b1,0.25529664754867554,0.8180612410232959,prediction_jsonl
radar_bounded_crops,130,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,130,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,130,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,130,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,130,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,130,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,130,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,131,train,boat,tp,boat,0.6863811016082764,0.8392128854926026,prediction_jsonl
radar_bounded_crops,131,train,boat,fp,,0.31881949305534363,,prediction_jsonl
radar_bounded_crops,131,train,boat,fp,,0.20363396406173706,,prediction_jsonl
radar_bounded_crops,131,train,buoy,tp,b1,0.2587869167327881,0.8247241290621083,prediction_jsonl
radar_bounded_crops,131,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,131,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,131,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,131,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,131,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,131,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,131,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,132,train,boat,tp,boat,0.6867889761924744,0.8379125846380502,prediction_jsonl
radar_bounded_crops,132,train,boat,fp,,0.41277071833610535,,prediction_jsonl
radar_bounded_crops,132,train,boat,fp,,0.21506617963314056,,prediction_jsonl
radar_bounded_crops,132,train,buoy,tp,b1,0.22971703112125397,0.8351712727621845,prediction_jsonl
radar_bounded_crops,132,train,buoy,tp,b2,0.2112247794866562,0.62709651095084,prediction_jsonl
radar_bounded_crops,132,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,132,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,132,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,132,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,132,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,132,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,133,train,boat,tp,boat,0.6558617949485779,0.7934786209759904,prediction_jsonl
radar_bounded_crops,133,train,boat,fp,,0.31394487619400024,,prediction_jsonl
radar_bounded_crops,133,train,buoy,tp,b1,0.24181662499904633,0.807505145226864,prediction_jsonl
radar_bounded_crops,133,train,buoy,fp,,0.18043576180934906,,prediction_jsonl
radar_bounded_crops,133,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,133,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,133,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,133,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,133,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,133,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,133,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,134,train,boat,tp,boat,0.6642539501190186,0.8196822638851813,prediction_jsonl
radar_bounded_crops,134,train,boat,fp,,0.3469617962837219,,prediction_jsonl
radar_bounded_crops,134,train,buoy,tp,b1,0.23401926457881927,0.8176348543511096,prediction_jsonl
radar_bounded_crops,134,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,134,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,134,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,134,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,134,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,134,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,134,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,135,train,boat,tp,boat,0.6876670718193054,0.8213979935692978,prediction_jsonl
radar_bounded_crops,135,train,boat,fp,,0.3859735131263733,,prediction_jsonl
radar_bounded_crops,135,train,boat,fp,,0.21874001622200012,,prediction_jsonl
radar_bounded_crops,135,train,buoy,tp,b1,0.2514979839324951,0.8134524896940241,prediction_jsonl
radar_bounded_crops,135,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,135,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,135,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,135,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,135,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,135,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,135,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,136,train,boat,tp,boat,0.5976294279098511,0.6943128524346588,prediction_jsonl
radar_bounded_crops,136,train,boat,fp,,0.320036381483078,,prediction_jsonl
radar_bounded_crops,136,train,boat,fp,,0.18327175080776215,,prediction_jsonl
radar_bounded_crops,136,train,buoy,tp,b1,0.2550075650215149,0.8162380979693333,prediction_jsonl
radar_bounded_crops,136,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,136,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,136,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,136,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,136,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,136,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,136,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,137,train,boat,tp,boat,0.6784226894378662,0.6902187483771962,prediction_jsonl
radar_bounded_crops,137,train,boat,fp,,0.3118606507778168,,prediction_jsonl
radar_bounded_crops,137,train,buoy,tp,b1,0.2355615794658661,0.7768749962934535,prediction_jsonl
radar_bounded_crops,137,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,137,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,137,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,137,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,137,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,137,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,137,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,138,train,boat,tp,boat,0.6326069831848145,0.728037543915524,prediction_jsonl
radar_bounded_crops,138,train,boat,fp,,0.2799689471721649,,prediction_jsonl
radar_bounded_crops,138,train,buoy,tp,b1,0.24147756397724152,0.7914671437488794,prediction_jsonl
radar_bounded_crops,138,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,138,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,138,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,138,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,138,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,138,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,138,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,139,train,boat,tp,boat,0.7461498975753784,0.8270531706200683,prediction_jsonl
radar_bounded_crops,139,train,buoy,tp,b1,0.31110525131225586,0.8219022692415897,prediction_jsonl
radar_bounded_crops,139,train,buoy,fp,,0.21735918521881104,,prediction_jsonl
radar_bounded_crops,139,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,139,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,139,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,139,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,139,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,139,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,139,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,140,train,boat,tp,boat,0.7607470154762268,0.8261526556464712,prediction_jsonl
radar_bounded_crops,140,train,buoy,tp,b1,0.28895825147628784,0.7819461593622322,prediction_jsonl
radar_bounded_crops,140,train,buoy,fp,,0.22681501507759094,,prediction_jsonl
radar_bounded_crops,140,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,140,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,140,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,140,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,140,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,140,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,140,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,141,train,boat,tp,boat,0.7607266902923584,0.7933811703806208,prediction_jsonl
radar_bounded_crops,141,train,buoy,tp,b1,0.27856409549713135,0.8247338451693054,prediction_jsonl
radar_bounded_crops,141,train,buoy,fp,,0.216789111495018,,prediction_jsonl
radar_bounded_crops,141,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,141,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,141,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,141,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,141,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,141,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,141,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,142,train,boat,tp,boat,0.7615372538566589,0.7363982588135296,prediction_jsonl
radar_bounded_crops,142,train,buoy,tp,b1,0.27752405405044556,0.8250138507744919,prediction_jsonl
radar_bounded_crops,142,train,buoy,fp,,0.24049125611782074,,prediction_jsonl
radar_bounded_crops,142,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,142,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,142,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,142,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,142,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,142,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,142,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,143,train,boat,tp,boat,0.7698870301246643,0.7033027808937838,prediction_jsonl
radar_bounded_crops,143,train,buoy,tp,b1,0.29959726333618164,0.8062461312898842,prediction_jsonl
radar_bounded_crops,143,train,buoy,fp,,0.23690491914749146,,prediction_jsonl
radar_bounded_crops,143,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,143,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,143,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,143,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,143,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,143,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,143,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,144,train,boat,tp,boat,0.7568355202674866,0.6973946851855345,prediction_jsonl
radar_bounded_crops,144,train,buoy,tp,b1,0.2824738025665283,0.8032060127363313,prediction_jsonl
radar_bounded_crops,144,train,buoy,fp,,0.22316962480545044,,prediction_jsonl
radar_bounded_crops,144,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,144,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,144,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,144,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,144,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,144,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,144,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,145,train,boat,tp,boat,0.7550720572471619,0.7331578541715326,prediction_jsonl
radar_bounded_crops,145,train,buoy,tp,b1,0.28519898653030396,0.7720016651818596,prediction_jsonl
radar_bounded_crops,145,train,buoy,fp,,0.2243100255727768,,prediction_jsonl
radar_bounded_crops,145,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,145,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,145,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,145,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,145,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,145,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,145,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,146,train,boat,tp,boat,0.7047351002693176,0.7127243107874498,prediction_jsonl
radar_bounded_crops,146,train,buoy,tp,b1,0.28770774602890015,0.8192662961634192,prediction_jsonl
radar_bounded_crops,146,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,146,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,146,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,146,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,146,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,146,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,146,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,147,train,boat,tp,boat,0.7575473785400391,0.6987469407069561,prediction_jsonl
radar_bounded_crops,147,train,buoy,tp,b1,0.2942117750644684,0.7870089058101557,prediction_jsonl
radar_bounded_crops,147,train,buoy,fp,,0.23924633860588074,,prediction_jsonl
radar_bounded_crops,147,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,147,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,147,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,147,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,147,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,147,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,147,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,148,train,boat,tp,boat,0.7810835838317871,0.6922591608362317,prediction_jsonl
radar_bounded_crops,148,train,buoy,tp,b1,0.29435285925865173,0.8275264360270254,prediction_jsonl
radar_bounded_crops,148,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,148,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,148,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,148,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,148,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,148,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,148,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,149,train,boat,tp,boat,0.775200605392456,0.7216822054193531,prediction_jsonl
radar_bounded_crops,149,train,buoy,tp,b1,0.3335018455982208,0.8534609005274814,prediction_jsonl
radar_bounded_crops,149,train,buoy,fp,,0.26377418637275696,,prediction_jsonl
radar_bounded_crops,149,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,149,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,149,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,149,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,149,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,149,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,149,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,150,train,boat,tp,boat,0.7716429233551025,0.7189792572260872,prediction_jsonl
radar_bounded_crops,150,train,buoy,tp,b1,0.32189303636550903,0.87971083167176,prediction_jsonl
radar_bounded_crops,150,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,150,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,150,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,150,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,150,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,150,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,150,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,151,train,boat,tp,boat,0.762704610824585,0.8257512569451568,prediction_jsonl
radar_bounded_crops,151,train,boat,fp,,0.18563568592071533,,prediction_jsonl
radar_bounded_crops,151,train,buoy,tp,b1,0.31353968381881714,0.8791319937564985,prediction_jsonl
radar_bounded_crops,151,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,151,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,151,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,151,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,151,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,151,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,151,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,152,train,boat,tp,boat,0.7668858170509338,0.756057029423072,prediction_jsonl
radar_bounded_crops,152,train,buoy,tp,b1,0.2947016954421997,0.8749329581714148,prediction_jsonl
radar_bounded_crops,152,train,buoy,fn,b2,,,prediction_jsonl
radar_bounded_crops,152,train,buoy,fn,b3,,,prediction_jsonl
radar_bounded_crops,152,train,buoy,fn,b4,,,prediction_jsonl
radar_bounded_crops,152,train,buoy,fn,b5,,,prediction_jsonl
radar_bounded_crops,152,train,buoy,fn,b6,,,prediction_jsonl
radar_bounded_crops,152,train,buoy,fn,b7,,,prediction_jsonl
radar_bounded_crops,152,train,buoy,fn,b8,,,prediction_jsonl
radar_bounded_crops,153,train,boat,tp,boat,0.7717896699905396,0.8400137511818769,prediction_jsonl
radar_bounded_crops,153,train,buoy,tp,b1,0.30822479724884033,0.8766260199373743,prediction_jsonl
