method,camera_frame,window_frames,rolling_precision,rolling_recall,rolling_f1,cumulative_fp,source_mode,detail_available
radar_bounded_crops,178,15,0.6346153846153846,0.24444444444444444,0.3529411764705882,78,prediction_jsonl,True
radar_bounded_crops,179,15,0.6470588235294118,0.24444444444444444,0.3548387096774193,79,prediction_jsonl,True
radar_bounded_crops,180,15,0.6530612244897959,0.23703703703703705,0.34782608695652173,80,prediction_jsonl,True
radar_bounded_crops,181,15,0.6875,0.24444444444444444,0.360655737704918,80,prediction_jsonl,True
radar_bounded_crops,182,15,0.7021276595744681,0.24444444444444444,0.3626373626373626,81,prediction_jsonl,True
radar_bounded_crops,183,15,0.7111111111111111,0.23703703703703705,0.35555555555555557,82,prediction_jsonl,True
radar_bounded_crops,184,15,0.6888888888888889,0.22962962962962963,0.34444444444444444,83,prediction_jsonl,True
radar_bounded_crops,185,15,0.6739130434782609,0.22962962962962963,0.3425414364640884,85,prediction_jsonl,True
radar_bounded_crops,186,15,0.7045454545454546,0.22962962962962963,0.34636871508379885,86,prediction_jsonl,True
radar_bounded_crops,187,15,0.6888888888888889,0.22962962962962963,0.34444444444444444,87,prediction_jsonl,True
radar_bounded_crops,188,15,0.7045454545454546,0.22962962962962963,0.34636871508379885,88,prediction_jsonl,True
radar_bounded_crops,189,15,0.6888888888888889,0.22962962962962963,0.34444444444444444,89,prediction_jsonl,True
radar_bounded_crops,190,15,0.6888888888888889,0.22962962962962963,0.34444444444444444,90,prediction_jsonl,True
radar_bounded_crops,191,15,0.6739130434782609,0.22962962962962963,0.3425414364640884,91,prediction_jsonl,True
radar_bounded_crops,192,15,0.6739130434782609,0.22962962962962963,0.3425414364640884,92,prediction_jsonl,True
radar_bounded_crops,193,15,0.6888888888888889,0.22962962962962963,0.34444444444444444,92,prediction_jsonl,True
radar_bounded_crops,194,15,0.6888888888888889,0.22962962962962963,0.34444444444444444,93,prediction_jsonl,True
radar_bounded_crops,195,15,0.6888888888888889,0.22962962962962963,0.34444444444444444,94,prediction_jsonl,True
radar_bounded_crops,196,15,0.6666666666666666,0.2222222222222222,0.3333333333333333,95,prediction_jsonl,True
radar_bounded_crops,197,15,0.6666666666666666,0.2222222222222222,0.3333333333333333,96,prediction_jsonl,True
radar_bounded_crops,198,15,0.6521739130434783,0.2222222222222222,0.3314917127071823,98,prediction_jsonl,True
radar_bounded_crops,199,15,0.6666666666666666,0.2222222222222222,0.3333333333333333,98,prediction_jsonl,True
radar_bounded_crops,200,15,0.6976744186046512,0.2222222222222222,0.33707865168539325,98,prediction_jsonl,True
radar_bounded_crops,201,15,0.6888888888888889,0.22962962962962963,0.34444444444444444,100,prediction_jsonl,True
radar_bounded_crops,202,15,0.6888888888888889,0.22962962962962963,0.34444444444444444,101,prediction_jsonl,True
radar_bounded_crops,203,15,0.7111111111111111,0.23703703703703705,0.35555555555555557,101,prediction_jsonl,True
radar_bounded_crops,204,15,0.7272727272727273,0.23703703703703705,0.3575418994413408,101,prediction_jsonl,True
radar_bounded_crops,205,15,0.7333333333333333,0.24444444444444444,0.36666666666666664,102,prediction_jsonl,True
radar_bounded_crops,206,15,0.75,0.24444444444444444,0.3687150837988826,102,prediction_jsonl,True
radar_bounded_crops,207,15,0.7674418604651163,0.24444444444444444,0.3707865168539326,102,prediction_jsonl,True
radar_bounded_crops,208,15,0.7674418604651163,0.24444444444444444,0.3707865168539326,102,prediction_jsonl,True
radar_bounded_crops,209,15,0.7674418604651163,0.24444444444444444,0.3707865168539326,103,prediction_jsonl,True
radar_bounded_crops,210,15,0.7857142857142857,0.24444444444444444,0.3728813559322034,103,prediction_jsonl,True
radar_bounded_crops,211,15,0.7857142857142857,0.2462686567164179,0.375,104,prediction_jsonl,True
radar_bounded_crops,212,15,0.7857142857142857,0.24812030075187969,0.3771428571428571,105,prediction_jsonl,True
radar_bounded_crops,213,15,0.8048780487804879,0.25,0.38150289017341044,106,prediction_jsonl,True
radar_bounded_crops,214,15,0.7857142857142857,0.25190839694656486,0.3815028901734104,107,prediction_jsonl,True
radar_bounded_crops,215,15,0.7674418604651163,0.25384615384615383,0.3815028901734104,108,prediction_jsonl,True
radar_bounded_crops,216,15,0.7804878048780488,0.24806201550387597,0.3764705882352941,109,prediction_jsonl,True
radar_bounded_crops,217,15,0.7619047619047619,0.25,0.3764705882352941,111,prediction_jsonl,True
radar_bounded_crops,218,15,0.7380952380952381,0.2440944881889764,0.36686390532544383,112,prediction_jsonl,True
radar_bounded_crops,219,15,0.7045454545454546,0.24603174603174602,0.36470588235294116,114,prediction_jsonl,True
radar_bounded_crops,220,15,0.6976744186046512,0.24,0.35714285714285715,115,prediction_jsonl,True
radar_bounded_crops,221,15,0.6818181818181818,0.24193548387096775,0.35714285714285715,116,prediction_jsonl,True
radar_bounded_crops,222,15,0.6666666666666666,0.24390243902439024,0.35714285714285715,117,prediction_jsonl,True
radar_bounded_crops,223,15,0.6666666666666666,0.2459016393442623,0.3592814371257485,117,prediction_jsonl,True
radar_bounded_crops,224,15,0.6666666666666666,0.24793388429752067,0.3614457831325302,118,prediction_jsonl,True
radar_bounded_crops,225,15,0.6521739130434783,0.25,0.3614457831325301,119,prediction_jsonl,True
radar_bounded_crops,226,15,0.6521739130434783,0.25,0.3614457831325301,120,prediction_jsonl,True
radar_bounded_crops,227,15,0.6666666666666666,0.25,0.36363636363636365,120,prediction_jsonl,True
radar_bounded_crops,228,15,0.6666666666666666,0.25,0.36363636363636365,121,prediction_jsonl,True
radar_bounded_crops,229,15,0.6666666666666666,0.25,0.36363636363636365,122,prediction_jsonl,True
radar_bounded_crops,230,15,0.6818181818181818,0.25,0.36585365853658536,122,prediction_jsonl,True
radar_bounded_crops,231,15,0.6818181818181818,0.25,0.36585365853658536,123,prediction_jsonl,True
radar_bounded_crops,232,15,0.6976744186046512,0.25,0.36809815950920244,124,prediction_jsonl,True
radar_bounded_crops,233,15,0.6976744186046512,0.25,0.36809815950920244,125,prediction_jsonl,True
radar_bounded_crops,234,15,0.7142857142857143,0.25,0.37037037037037035,126,prediction_jsonl,True
radar_bounded_crops,235,15,0.7142857142857143,0.25,0.37037037037037035,127,prediction_jsonl,True
radar_bounded_crops,236,15,0.7142857142857143,0.25,0.37037037037037035,128,prediction_jsonl,True
radar_bounded_crops,237,15,0.7142857142857143,0.25,0.37037037037037035,129,prediction_jsonl,True
radar_bounded_crops,238,15,0.6976744186046512,0.25,0.36809815950920244,130,prediction_jsonl,True
radar_bounded_crops,239,15,0.6976744186046512,0.25,0.36809815950920244,131,prediction_jsonl,True
radar_bounded_crops,240,15,0.6818181818181818,0.25,0.36585365853658536,133,prediction_jsonl,True
radar_bounded_crops,241,15,0.6818181818181818,0.25,0.36585365853658536,134,prediction_jsonl,True
radar_bounded_crops,242,15,0.6818181818181818,0.25,0.36585365853658536,134,prediction_jsonl,True
radar_bounded_crops,243,15,0.6818181818181818,0.25,0.36585365853658536,135,prediction_jsonl,True
radar_bounded_crops,244,15,0.6976744186046512,0.25,0.36809815950920244,135,prediction_jsonl,True
radar_bounded_crops,245,15,0.6976744186046512,0.25,0.36809815950920244,135,prediction_jsonl,True
radar_bounded_crops,246,15,0.6976744186046512,0.25,0.36809815950920244,136,prediction_jsonl,True
radar_bounded_crops,247,15,0.6976744186046512,0.25,0.36809815950920244,137,prediction_jsonl,True
radar_bounded_crops,248,15,0.6976744186046512,0.25,0.36809815950920244,138,prediction_jsonl,True
radar_bounded_crops,249,15,0.6976744186046512,0.25,0.36809815950920244,139,prediction_jsonl,True
radar_bounded_crops,250,15,0.7142857142857143,0.25,0.37037037037037035,139,prediction_jsonl,True
radar_bounded_crops,251,15,0.7317073170731707,0.25,0.37267080745341613,139,prediction_jsonl,True
radar_bounded_crops,252,15,0.75,0.25,0.375,139,prediction_jsonl,True
radar_bounded_crops,253,15,0.75,0.25,0.375,140,prediction_jsonl,True
radar_bounded_crops,254,15,0.7317073170731707,0.25,0.37267080745341613,142,prediction_jsonl,True
radar_bounded_crops,255,15,0.75,0.25,0.375,143,prediction_jsonl,True
radar_bounded_crops,256,15,0.75,0.25,0.375,144,prediction_jsonl,True
radar_bounded_crops,257,15,0.7317073170731707,0.25,0.37267080745341613,145,prediction_jsonl,True
radar_bounded_crops,258,15,0.7142857142857143,0.25,0.37037037037037035,147,prediction_jsonl,True
radar_bounded_crops,259,15,0.6976744186046512,0.25,0.36809815950920244,148,prediction_jsonl,True
radar_bounded_crops,260,15,0.6976744186046512,0.25,0.36809815950920244,148,prediction_jsonl,True
radar_bounded_crops,261,15,0.7142857142857143,0.25,0.37037037037037035,148,prediction_jsonl,True
radar_bounded_crops,262,15,0.7317073170731707,0.25,0.37267080745341613,148,prediction_jsonl,True
radar_bounded_crops,263,15,0.7317073170731707,0.25,0.37267080745341613,149,prediction_jsonl,True
radar_bounded_crops,264,15,0.7317073170731707,0.25,0.37267080745341613,150,prediction_jsonl,True
radar_bounded_crops,265,15,0.7142857142857143,0.25,0.37037037037037035,151,prediction_jsonl,True
radar_bounded_crops,266,15,0.6976744186046512,0.25,0.36809815950920244,152,prediction_jsonl,True
radar_bounded_crops,267,15,0.6976744186046512,0.25,0.36809815950920244,152,prediction_jsonl,True
radar_bounded_crops,268,15,0.6976744186046512,0.25,0.36809815950920244,153,prediction_jsonl,True
radar_bounded_crops,269,15,0.6976744186046512,0.25,0.36809815950920244,155,prediction_jsonl,True
radar_bounded_crops,270,15,0.6976744186046512,0.25,0.36809815950920244,156,prediction_jsonl,True
radar_bounded_crops,271,15,0.6976744186046512,0.25,0.36809815950920244,157,prediction_jsonl,True
radar_bounded_crops,272,15,0.7142857142857143,0.25,0.37037037037037035,157,prediction_jsonl,True
radar_bounded_crops,273,15,0.7317073170731707,0.25,0.37267080745341613,158,prediction_jsonl,True
radar_bounded_crops,274,15,0.7317073170731707,0.25,0.37267080745341613,159,prediction_jsonl,True
radar_bounded_crops,275,15,0.6976744186046512,0.25,0.36809815950920244,161,prediction_jsonl,True
radar_bounded_crops,276,15,0.6666666666666666,0.25,0.36363636363636365,163,prediction_jsonl,True
radar_bounded_crops,277,15,0.6382978723404256,0.25,0.3592814371257485,165,prediction_jsonl,True
radar_bounded_crops,278,15,0.625,0.25,0.35714285714285715,167,prediction_jsonl,True
radar_bounded_crops,279,15,0.6122448979591837,0.25,0.35502958579881655,169,prediction_jsonl,True
radar_bounded_crops,280,15,0.6122448979591837,0.25,0.35502958579881655,170,prediction_jsonl,True
radar_bounded_crops,281,15,0.6122448979591837,0.25,0.35502958579881655,171,prediction_jsonl,True
radar_bounded_crops,282,15,0.5882352941176471,0.25,0.3508771929824561,173,prediction_jsonl,True
radar_bounded_crops,283,15,0.5769230769230769,0.25,0.3488372093023256,175,prediction_jsonl,True
radar_bounded_crops,284,15,0.5769230769230769,0.25,0.3488372093023256,177,prediction_jsonl,True
radar_bounded_crops,285,15,0.5660377358490566,0.25,0.3468208092485549,179,prediction_jsonl,True
radar_bounded_crops,286,15,0.5660377358490566,0.25,0.3468208092485549,180,prediction_jsonl,True
radar_bounded_crops,287,15,0.5454545454545454,0.25,0.34285714285714286,182,prediction_jsonl,True
radar_bounded_crops,288,15,0.5357142857142857,0.25,0.3409090909090909,184,prediction_jsonl,True
radar_bounded_crops,289,15,0.5263157894736842,0.25,0.3389830508474576,186,prediction_jsonl,True
radar_bounded_crops,290,15,0.5357142857142857,0.25,0.3409090909090909,187,prediction_jsonl,True
radar_bounded_crops,291,15,0.5357142857142857,0.25,0.3409090909090909,189,prediction_jsonl,True
radar_bounded_crops,292,15,0.5357142857142857,0.25,0.3409090909090909,191,prediction_jsonl,True
radar_bounded_crops,293,15,0.5357142857142857,0.25,0.3409090909090909,193,prediction_jsonl,True
radar_bounded_crops,294,15,0.5454545454545454,0.25,0.34285714285714286,194,prediction_jsonl,True
radar_bounded_crops,295,15,0.5454545454545454,0.25,0.34285714285714286,195,prediction_jsonl,True
radar_bounded_crops,296,15,0.5454545454545454,0.25,0.34285714285714286,196,prediction_jsonl,True
radar_bounded_crops,297,15,0.5454545454545454,0.25,0.34285714285714286,198,prediction_jsonl,True
radar_bounded_crops,298,15,0.5555555555555556,0.25,0.3448275862068966,199,prediction_jsonl,True
radar_bounded_crops,299,15,0.5769230769230769,0.25,0.3488372093023256,199,prediction_jsonl,True
radar_bounded_crops,300,15,0.6,0.25,0.35294117647058826,199,prediction_jsonl,True
radar_bounded_crops,301,15,0.6122448979591837,0.25,0.35502958579881655,199,prediction_jsonl,True
radar_bounded_crops,302,15,0.625,0.25,0.35714285714285715,200,prediction_jsonl,True
radar_bounded_crops,303,15,0.6521739130434783,0.25,0.3614457831325301,200,prediction_jsonl,True
radar_bounded_crops,304,15,0.6818181818181818,0.25,0.36585365853658536,200,prediction_jsonl,True
radar_bounded_crops,305,15,0.6666666666666666,0.25,0.36363636363636365,202,prediction_jsonl,True
radar_bounded_crops,306,15,0.6666666666666666,0.25,0.36363636363636365,204,prediction_jsonl,True
radar_bounded_crops,307,15,0.6818181818181818,0.25,0.36585365853658536,205,prediction_jsonl,True
radar_bounded_crops,308,15,0.6976744186046512,0.25,0.36809815950920244,206,prediction_jsonl,True
radar_bounded_crops,309,15,0.7142857142857143,0.25,0.37037037037037035,206,prediction_jsonl,True
radar_bounded_crops,310,15,0.6976744186046512,0.25,0.36809815950920244,208,prediction_jsonl,True
radar_bounded_crops,311,15,0.6976744186046512,0.25,0.36809815950920244,209,prediction_jsonl,True
radar_bounded_crops,312,15,0.6818181818181818,0.25,0.36585365853658536,212,prediction_jsonl,True
radar_bounded_crops,313,15,0.6666666666666666,0.25,0.36363636363636365,214,prediction_jsonl,True
radar_bounded_crops,314,15,0.6666666666666666,0.25,0.36363636363636365,214,prediction_jsonl,True
radar_bounded_crops,315,15,0.6521739130434783,0.25,0.3614457831325301,215,prediction_jsonl,True
radar_bounded_crops,316,15,0.6382978723404256,0.25,0.3592814371257485,216,prediction_jsonl,True
radar_bounded_crops,317,15,0.6521739130434783,0.25,0.3614457831325301,216,prediction_jsonl,True
radar_bounded_crops,318,15,0.6382978723404256,0.25,0.3592814371257485,217,prediction_jsonl,True
radar_bounded_crops,319,15,0.6382978723404256,0.25,0.3592814371257485,217,prediction_jsonl,True
radar_bounded_crops,320,15,0.6521739130434783,0.25,0.3614457831325301,218,prediction_jsonl,True
radar_bounded_crops,321,15,0.6666666666666666,0.25,0.36363636363636365,219,prediction_jsonl,True
radar_bounded_crops,322,15,0.6666666666666666,0.25,0.36363636363636365,220,prediction_jsonl,True
radar_bounded_crops,323,15,0.6666666666666666,0.25,0.36363636363636365,221,prediction_jsonl,True
radar_bounded_crops,324,15,0.6521739130434783,0.25,0.3614457831325301,222,prediction_jsonl,True
radar_bounded_crops,325,15,0.6666666666666666,0.25,0.36363636363636365,223,prediction_jsonl,True
radar_bounded_crops,326,15,0.6818181818181818,0.25,0.36585365853658536,223,prediction_jsonl,True
radar_bounded_crops,327,15,0.7317073170731707,0.25,0.37267080745341613,223,prediction_jsonl,True
radar_bounded_crops,328,15,0.75,0.25,0.375,224,prediction_jsonl,True
radar_bounded_crops,329,15,0.7317073170731707,0.25,0.37267080745341613,225,prediction_jsonl,True
radar_bounded_crops,330,15,0.7317073170731707,0.25,0.37267080745341613,226,prediction_jsonl,True
radar_bounded_crops,331,15,0.7317073170731707,0.25,0.37267080745341613,227,prediction_jsonl,True
radar_bounded_crops,332,15,0.6976744186046512,0.25,0.36809815950920244,229,prediction_jsonl,True
radar_bounded_crops,333,15,0.6976744186046512,0.25,0.36809815950920244,230,prediction_jsonl,True
radar_bounded_crops,334,15,0.6818181818181818,0.25,0.36585365853658536,231,prediction_jsonl,True
radar_bounded_crops,335,15,0.6818181818181818,0.25,0.36585365853658536,232,prediction_jsonl,True
radar_bounded_crops,336,15,0.6666666666666666,0.25,0.36363636363636365,234,prediction_jsonl,True
radar_bounded_crops,337,15,0.6666666666666666,0.25,0.36363636363636365,235,prediction_jsonl,True
radar_bounded_crops,338,15,0.6666666666666666,0.25,0.36363636363636365,236,prediction_jsonl,True
radar_bounded_crops,339,15,0.6666666666666666,0.25,0.36363636363636365,237,prediction_jsonl,True
radar_bounded_crops,340,15,0.6666666666666666,0.25,0.36363636363636365,238,prediction_jsonl,True
radar_bounded_crops,341,15,0.6382978723404256,0.25,0.3592814371257485,240,prediction_jsonl,True
radar_bounded_crops,342,15,0.6122448979591837,0.25,0.35502958579881655,242,prediction_jsonl,True
radar_bounded_crops,343,15,0.6,0.25,0.35294117647058826,244,prediction_jsonl,True
radar_bounded_crops,344,15,0.6,0.25,0.35294117647058826,245,prediction_jsonl,True
radar_bounded_crops,345,15,0.6,0.25,0.35294117647058826,246,prediction_jsonl,True
radar_bounded_crops,346,15,0.6,0.25,0.35294117647058826,247,prediction_jsonl,True
radar_bounded_crops,347,15,0.6122448979591837,0.25,0.35502958579881655,248,prediction_jsonl,True
radar_bounded_crops,348,15,0.6122448979591837,0.25,0.35502958579881655,249,prediction_jsonl,True
radar_bounded_crops,349,15,0.625,0.25,0.35714285714285715,249,prediction_jsonl,True
radar_bounded_crops,350,15,0.625,0.25,0.35714285714285715,250,prediction_jsonl,True
radar_bounded_crops,351,15,0.6521739130434783,0.25,0.3614457831325301,250,prediction_jsonl,True
radar_bounded_crops,352,15,0.6666666666666666,0.25,0.36363636363636365,250,prediction_jsonl,True
radar_bounded_crops,353,15,0.6666666666666666,0.25,0.36363636363636365,251,prediction_jsonl,True
radar_bounded_crops,354,15,0.6666666666666666,0.25,0.36363636363636365,252,prediction_jsonl,True
radar_bounded_crops,355,15,0.6666666666666666,0.25,0.36363636363636365,253,prediction_jsonl,True
radar_bounded_crops,356,15,0.6976744186046512,0.25,0.36809815950920244,253,prediction_jsonl,True
radar_bounded_crops,357,15,0.7317073170731707,0.25,0.37267080745341613,253,prediction_jsonl,True
radar_bounded_crops,358,15,0.7692307692307693,0.25,0.37735849056603776,253,prediction_jsonl,True
radar_bounded_crops,359,15,0.7692307692307693,0.25,0.37735849056603776,254,prediction_jsonl,True
radar_bounded_crops,360,15,0.7692307692307693,0.25,0.37735849056603776,255,prediction_jsonl,True
radar_bounded_crops,361,15,0.7894736842105263,0.25,0.379746835443038,255,prediction_jsonl,True
radar_bounded_crops,362,15,0.7894736842105263,0.25,0.379746835443038,256,prediction_jsonl,True
radar_bounded_crops,363,15,0.7894736842105263,0.25,0.379746835443038,257,prediction_jsonl,True
radar_bounded_crops,364,15,0.7692307692307693,0.25,0.37735849056603776,258,prediction_jsonl,True
radar_bounded_crops,365,15,0.7692307692307693,0.25,0.37735849056603776,259,prediction_jsonl,True
radar_bounded_crops,366,15,0.75,0.25,0.375,260,prediction_jsonl,True
radar_bounded_crops,367,15,0.7317073170731707,0.25,0.37267080745341613,261,prediction_jsonl,True
radar_bounded_crops,368,15,0.7317073170731707,0.25,0.37267080745341613,262,prediction_jsonl,True
radar_bounded_crops,369,15,0.7317073170731707,0.25,0.37267080745341613,263,prediction_jsonl,True
radar_bounded_crops,370,15,0.7142857142857143,0.25,0.37037037037037035,265,prediction_jsonl,True
radar_bounded_crops,371,15,0.7142857142857143,0.25,0.37037037037037035,265,prediction_jsonl,True
radar_bounded_crops,372,15,0.6976744186046512,0.25,0.36809815950920244,266,prediction_jsonl,True
radar_bounded_crops,373,15,0.6666666666666666,0.25,0.36363636363636365,268,prediction_jsonl,True
radar_bounded_crops,374,15,0.6666666666666666,0.25,0.36363636363636365,269,prediction_jsonl,True
radar_bounded_crops,375,15,0.6521739130434783,0.25,0.3614457831325301,271,prediction_jsonl,True
radar_bounded_crops,376,15,0.625,0.25,0.35714285714285715,273,prediction_jsonl,True
radar_bounded_crops,377,15,0.6122448979591837,0.25,0.35502958579881655,275,prediction_jsonl,True
radar_bounded_crops,378,15,0.6,0.25,0.35294117647058826,277,prediction_jsonl,True
radar_bounded_crops,379,15,0.6122448979591837,0.25,0.35502958579881655,277,prediction_jsonl,True
radar_bounded_crops,380,15,0.625,0.25,0.35714285714285715,277,prediction_jsonl,True
radar_bounded_crops,381,15,0.6382978723404256,0.25,0.3592814371257485,277,prediction_jsonl,True
radar_bounded_crops,382,15,0.6521739130434783,0.25,0.3614457831325301,277,prediction_jsonl,True
radar_bounded_crops,383,15,0.6521739130434783,0.25,0.3614457831325301,278,prediction_jsonl,True
radar_bounded_crops,384,15,0.6666666666666666,0.25,0.36363636363636365,278,prediction_jsonl,True
radar_bounded_crops,385,15,0.6818181818181818,0.25,0.36585365853658536,279,prediction_jsonl,True
radar_bounded_crops,386,15,0.6666666666666666,0.25,0.36363636363636365,280,prediction_jsonl,True
radar_bounded_crops,387,15,0.6818181818181818,0.25,0.36585365853658536,280,prediction_jsonl,True
radar_bounded_crops,388,15,0.7142857142857143,0.25,0.37037037037037035,280,prediction_jsonl,True
radar_bounded_crops,389,15,0.7317073170731707,0.25,0.37267080745341613,280,prediction_jsonl,True
radar_bounded_crops,390,15,0.7692307692307693,0.25,0.37735849056603776,280,prediction_jsonl,True
radar_bounded_crops,391,15,0.7894736842105263,0.25,0.379746835443038,281,prediction_jsonl,True
radar_bounded_crops,392,15,0.7894736842105263,0.25,0.379746835443038,283,prediction_jsonl,True
radar_bounded_crops,393,15,0.7894736842105263,0.25,0.379746835443038,285,prediction_jsonl,True
radar_bounded_crops,394,15,0.7894736842105263,0.25,0.379746835443038,285,prediction_jsonl,True
